,last_name,first_name,gender,email,birth,age,university,inscription_date,career,location
1342,Steven-schmidt-dds,,M,Angelachung@yahoo.com,46/Jan/28,,Universidad-nacional-de-río-cuarto,20/Oct/31,Licenciatura-en-planificación-y-diseño-del-paisaje,Clason
1343,Scott-weber,,M,Fergusonstephen@yahoo.com,52/Nov/13,,Universidad-nacional-de-río-cuarto,20/Sep/15,Diseño-industrial,Bowen
1344,Mary-mendoza,,F,Logan97@hotmail.com,92/Mar/11,,Universidad-nacional-de-río-cuarto,20/Nov/29,Diseño-industrial,Los-sembrados
1345,Karen-collins,,F,Gperez@gmail.com,89/May/27,,Universidad-nacional-de-río-cuarto,21/Jan/18,Ciencias-veterinarias,Las-palmas
1346,John-andrews,,M,Yturner@gmail.com,27/Dec/08,,Universidad-nacional-de-río-cuarto,21/Jan/24,Licenciatura-en-terapia-ocupacional,Campo-clucellas
1347,Nicholas-kim,,M,Christina63@hotmail.com,06/Sep/19,,Universidad-nacional-de-río-cuarto,20/Oct/23,Licenciatura-en-ciencias-biológicas,Campo-de-talamayo
1348,Timothy-hobbs,,M,Jason27@hotmail.com,89/Feb/04,,Universidad-nacional-de-río-cuarto,21/Jan/17,Licenciatura-en-planificación-y-diseño-del-paisaje,Carreras
1349,Lisa-gonzalez,,F,Keitholson@yahoo.com,05/Dec/24,,Universidad-nacional-de-río-cuarto,20/Sep/06,Licenciatura-en-ciencias-de-la-educación-,La-cañada
1350,Alice-williams,,F,Chadgarza@gmail.com,96/May/09,,Universidad-nacional-de-río-cuarto,21/Jan/22,Contador-público-,Zona-delta-san-fernando
1351,Matthew-nielsen,,M,Vsullivan@gmail.com,70/Jan/11,,Universidad-nacional-de-río-cuarto,20/Nov/01,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Colonia-beaufort
1352,Christine-lewis,,F,Brianshaw@yahoo.com,40/Dec/01,,Universidad-nacional-de-río-cuarto,21/Jan/19,Licenciatura-en-ciencias-geológicas,Casbas
1353,Jennifer-martinez,,F,Brandon82@yahoo.com,87/Feb/10,,Universidad-nacional-de-río-cuarto,20/Nov/13,Ingeniería-mecánica,Alto-verde
1354,Daniel-webster,,M,Gonzalesbrandon@hotmail.com,20/Mar/27,,Universidad-nacional-de-río-cuarto,20/Oct/15,Ingeniería-mecánica,Trujui
1355,Zachary-pace,,M,Kenneth09@hotmail.com,52/Nov/22,,Universidad-nacional-de-río-cuarto,20/Sep/18,Licenciatura-en-terapia-ocupacional,Amadores
1356,Emily-wong,,F,Warnerjames@hotmail.com,19/Feb/03,,Universidad-nacional-de-río-cuarto,20/Sep/02,Licenciatura-en-ciencias-de-la-computación,La-lucila
1357,Chad-cisneros,,M,Zcohen@gmail.com,13/Sep/15,,Universidad-nacional-de-río-cuarto,20/Nov/23,Licenciatura-en-planificación-y-diseño-del-paisaje,Buena-vista
1358,Amber-harmon,,F,Christina40@yahoo.com,69/Mar/01,,Universidad-nacional-de-río-cuarto,20/Oct/27,Licenciatura-en-psicología,Acheral
1359,Elizabeth-barr,,F,Harrisjessica@hotmail.com,74/Apr/19,,Universidad-nacional-de-río-cuarto,20/Sep/10,Licenciatura-en-sociología-,Colonia-alberdi
1360,Adam-kelley,,M,Jasmine35@hotmail.com,31/Oct/21,,Universidad-nacional-de-río-cuarto,21/Jan/11,Licenciatura-en-relaciones-del-trabajo-,Bernardo-larroude
1361,Christopher-owens,,M,Piercepatricia@hotmail.com,52/Jul/17,,Universidad-nacional-de-río-cuarto,20/Nov/03,Licenciatura-en-ciencias-ambientales,Amilgancho
1362,Diana-carr,,F,Adrianadiaz@gmail.com,77/Nov/18,,Universidad-nacional-de-río-cuarto,20/Sep/06,Agronomía,Candelaria
1363,Zachary-oliver,,M,Garciaangel@hotmail.com,77/Aug/27,,Universidad-nacional-de-río-cuarto,20/Nov/02,Licenciatura-en-ciencias-geológicas,Libano
1364,Timothy-harrison,,M,Angela35@hotmail.com,34/Dec/12,,Universidad-nacional-de-río-cuarto,20/Sep/26,Diseño-de-imagen-y-sonido,Arano
1365,Christopher-martin,,M,Codygardner@hotmail.com,29/Mar/04,,Universidad-nacional-de-río-cuarto,21/Jan/24,Licenciatura-en-ciencia-política-,Alto-calilegua
1366,Justin-blackwell,,M,David06@hotmail.com,21/Oct/22,,Universidad-nacional-de-río-cuarto,20/Dec/30,Medicina,Aristia
1367,Ethan-lowe,,M,Kaylaparrish@yahoo.com,34/Jan/27,,Universidad-nacional-de-río-cuarto,20/Dec/21,Actuario-,Agua-de-la-piedra
1368,Mark-sampson,,M,Apriljackson@hotmail.com,98/Jun/25,,Universidad-nacional-de-río-cuarto,20/Nov/25,Ingeniería-en-informática,Villa-eloisa
1369,George-watts,,M,Ucastro@gmail.com,64/Jun/03,,Universidad-nacional-de-río-cuarto,20/Oct/04,Licenciatura-en-ciencias-antropológicas,20-de-febrero
1370,John-johnson,,M,Ftaylor@hotmail.com,76/Jun/09,,Universidad-nacional-de-río-cuarto,20/Sep/30,Diseño-industrial,Cañadon-chileno
1371,Mrs.-michelle-young,,F,Darrell87@yahoo.com,59/Nov/30,,Universidad-nacional-de-río-cuarto,20/Oct/31,Licenciatura-en-ciencias-de-la-computación,Alumine
1372,Jamie-graves,,M,Dayjoseph@gmail.com,88/Sep/15,,Universidad-nacional-de-río-cuarto,20/Sep/08,Arquitectura,Guamini
1373,Brandy-serrano,,F,Thompsongeorge@yahoo.com,98/Mar/02,,Universidad-nacional-de-río-cuarto,20/Nov/21,Técnico-para-bioterios-,Haras-san-jacinto
1374,Crystal-lopez,,F,Kaylaschneider@yahoo.com,12/Sep/17,,Universidad-nacional-de-río-cuarto,20/Sep/30,Agronomía,Alizal
1375,William-valdez,,M,Zwright@hotmail.com,44/Jul/04,,Universidad-nacional-de-río-cuarto,20/Dec/23,Licenciatura-en-planificación-y-diseño-del-paisaje,Colonia-berro
1376,Rachel-powers,,F,Johncampbell@hotmail.com,83/Jun/27,,Universidad-nacional-de-río-cuarto,20/Oct/04,Licenciatura-en-ciencias-de-la-educación-,Arturo-almaraz
1377,Olivia-martin,,F,Ortizchristopher@yahoo.com,12/Mar/14,,Universidad-nacional-de-río-cuarto,20/Dec/17,Ciencias-veterinarias,Alfredo-peña
1378,Jeffrey-carson,,M,Uhayes@yahoo.com,89/May/12,,Universidad-nacional-de-río-cuarto,20/Dec/12,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Franklin
1379,David-douglas,,M,Martha56@gmail.com,29/Sep/28,,Universidad-nacional-de-río-cuarto,20/Sep/01,Licenciatura-en-producción-de-bioimagenes,Ciudadela
1380,Chad-freeman,,M,Hlee@yahoo.com,29/Sep/02,,Universidad-nacional-de-río-cuarto,20/Sep/09,Contador-público-,Aparicio-cue
1381,Anthony-gates,,M,Zachary39@yahoo.com,06/May/14,,Universidad-nacional-de-río-cuarto,20/Dec/07,Agronomía,El-dique
1382,David-gonzalez,,M,Cohenjoshua@gmail.com,40/May/31,,Universidad-nacional-de-río-cuarto,21/Jan/13,Licenciatura-en-ciencias-biológicas,Algarrobo
1383,Tina-smith,,F,Icarroll@hotmail.com,58/Jun/08,,Universidad-nacional-de-río-cuarto,20/Sep/04,Licenciatura-en-planificación-y-diseño-del-paisaje,Victoria
1384,Shawn-knox,,M,Angelaschmidt@hotmail.com,19/Nov/14,,Universidad-nacional-de-río-cuarto,20/Oct/17,Licenciatura-en-planificación-y-diseño-del-paisaje,Planicie-banderita
1385,Danielle-macias,,F,Jeromeharrington@gmail.com,14/Apr/22,,Universidad-nacional-de-río-cuarto,20/Dec/21,Licenciatura-en-ciencias-ambientales,Basail
1386,Jeffrey-carter,,M,Kristin92@hotmail.com,43/Oct/26,,Universidad-nacional-de-río-cuarto,20/Sep/24,Licenciatura-en-ciencias-geológicas,Cataratas-del-iguazu
1387,Sarah-jones,,F,Andrewperry@gmail.com,07/Jan/17,,Universidad-nacional-de-río-cuarto,20/Nov/23,Farmacia,Chelforo
1388,Paul-barnes,,M,Zhughes@hotmail.com,51/Sep/01,,Universidad-nacional-de-río-cuarto,20/Nov/16,Ingeniería-en-informática,Barrio-batan
1389,Chad-lee,,M,Thompsoncameron@hotmail.com,87/Oct/02,,Universidad-nacional-de-río-cuarto,20/Dec/26,Ciencias-veterinarias,Barrio-villa-saladillo
1390,Jeanne-carter,,F,Andrew53@gmail.com,12/Jul/17,,Universidad-nacional-de-río-cuarto,20/Oct/14,Ingeniería-mecánica,Barrientos
1391,Renee-hanson,,F,Cprice@yahoo.com,49/May/20,,Universidad-nacional-de-río-cuarto,21/Feb/01,Ingeniería-en-informática,San-bernardo-del-tuyu
1392,Meredith-marshall,,F,Susan30@hotmail.com,37/Apr/05,,Universidad-nacional-de-río-cuarto,20/Oct/04,Licenciatura-en-producción-de-bioimagenes,Barrio-trocha
1393,Justin-freeman,,M,Ortizbrian@yahoo.com,85/Jun/29,,Universidad-nacional-de-río-cuarto,20/Oct/02,Licenciatura-en-ciencia-política-,Colonia-duran
1394,Michael-cameron,,M,Rodriguezeric@yahoo.com,13/Dec/01,,Universidad-nacional-de-río-cuarto,20/Nov/15,Bioquímica,6-de-septiembre
1395,Emily-cohen,,F,Palmermichael@yahoo.com,77/Jan/31,,Universidad-nacional-de-río-cuarto,20/Nov/11,Licenciatura-en-ciencias-de-la-educación-,Punta-lara
1396,Emily-davenport,,F,Hwilliams@hotmail.com,17/Jan/16,,Universidad-nacional-de-río-cuarto,20/Oct/23,Licenciatura-en-kinesiología-y-fisiatría,Los-frentones
1397,Michelle-schroeder,,F,Wisebrian@gmail.com,81/Apr/16,,Universidad-nacional-de-río-cuarto,20/Sep/21,Ingeniería-en-informática,Jose-ferrari
1398,Rhonda-mitchell,,F,David59@gmail.com,91/May/17,,Universidad-nacional-de-río-cuarto,20/Nov/14,Licenciatura-en-ciencia-y-tecnología-de-alimentos,El-dique
1399,Kim-hurst,,F,Tyler23@hotmail.com,48/Nov/26,,Universidad-nacional-de-río-cuarto,20/Sep/07,Ingeniería-electrónica,Los-antiguos
1400,Rhonda-hendrix,,F,Uweber@gmail.com,42/Nov/25,,Universidad-nacional-de-río-cuarto,20/Oct/26,Actuario-,Campo-calvo
1401,Destiny-fowler,,F,Martinezelizabeth@yahoo.com,52/Jan/12,,Universidad-nacional-de-río-cuarto,20/Nov/27,Agronomía,Campo-de-talamayo
1402,Amy-jones,,F,Jdavis@gmail.com,51/Feb/24,,Universidad-nacional-de-río-cuarto,20/Dec/07,Diseño-de-imagen-y-sonido,Ambas-puntillas
1403,Sergio-smith,,M,Nicolebauer@gmail.com,96/Jun/24,,Universidad-nacional-de-río-cuarto,21/Jan/17,Licenciatura-en-ciencias-antropológicas,Aldea-apeleg
1404,Brandon-ortega,,M,Theodore84@yahoo.com,90/Oct/29,,Universidad-nacional-de-río-cuarto,20/Oct/09,Licenciatura-en-producción-de-bioimagenes,El-durazno
1405,Linda-patel,,F,Vwatkins@gmail.com,71/Mar/25,,Universidad-nacional-de-río-cuarto,20/Dec/28,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Fortin-lavalle
1406,Alexander-smith,,M,Jpalmer@yahoo.com,55/Mar/16,,Universidad-nacional-de-río-cuarto,21/Feb/01,Licenciatura-en-psicología,Lote-11-escuela-107
1407,Sara-jones,,F,Brownjeffrey@yahoo.com,92/Jul/17,,Universidad-nacional-de-río-cuarto,21/Jan/24,Licenciatura-en-ciencias-de-la-computación,Atalaya
1408,Heather-roberson,,F,William94@gmail.com,73/Jun/04,,Universidad-nacional-de-río-cuarto,20/Oct/25,Actuario-,Estacion-christophersen
1409,Thomas-richardson,,M,Adamsthomas@yahoo.com,13/Dec/10,,Universidad-nacional-de-río-cuarto,20/Dec/15,Licenciatura-en-administración-,Baños-termales
1410,Megan-williams,,F,Jessicagarner@yahoo.com,15/Aug/22,,Universidad-nacional-de-río-cuarto,20/Oct/07,Actuario-,Agua-blanca
1411,Brian-banks,,M,Abush@gmail.com,95/Feb/02,,Universidad-nacional-de-río-cuarto,20/Dec/31,Licenciatura-en-relaciones-del-trabajo-,Quiñihual-estacion
1412,Maria-white,,F,Garciaeric@gmail.com,82/Dec/15,,Universidad-nacional-de-río-cuarto,21/Jan/02,Contador-público-,Campo-caretto
1413,Lisa-barnett,,F,Walkerjeffrey@yahoo.com,17/Mar/31,,Universidad-nacional-de-río-cuarto,21/Jan/27,Licenciatura-en-relaciones-del-trabajo-,Cangallo
1414,Jessica-cross,,F,Bowmanjesus@hotmail.com,55/Jul/15,,Universidad-nacional-de-río-cuarto,20/Nov/11,Licenciatura-en-ciencia-política-,Chovet
1415,Sarah-williamson,,F,Matthewlong@yahoo.com,92/Jul/29,,Universidad-nacional-de-río-cuarto,20/Dec/26,Licenciatura-en-terapia-ocupacional,Arroyo-san-juan
1416,Dr.-rebecca-bowen,,F,Whitney40@yahoo.com,53/Apr/21,,Universidad-nacional-de-río-cuarto,20/Oct/13,Licenciatura-en-psicología,Colonia-dos-rosas-y-la-legua
1417,Mrs.-amber-garrison-md,,F,Austinmatthews@hotmail.com,81/Jan/28,,Universidad-nacional-de-río-cuarto,20/Oct/18,Agronomía,8-de-diciembre
1418,Lisa-hayes,,F,Nicole50@yahoo.com,18/Jan/12,,Universidad-nacional-de-río-cuarto,20/Oct/26,Técnico-para-bioterios-,La-eduvigis
1419,Gabriella-campbell,,F,Perkinsandrew@yahoo.com,13/Jun/14,,Universidad-nacional-de-río-cuarto,20/Dec/11,Licenciatura-en-ciencias-de-la-computación,Baños-termales
1420,Sarah-duncan-phd,,F,Coreygarner@gmail.com,02/May/13,,Universidad-nacional-de-río-cuarto,21/Jan/15,Contador-público-,Juancho
1421,James-pena,,M,Vincentparker@yahoo.com,19/Apr/19,,Universidad-nacional-de-río-cuarto,20/Dec/14,Ciencias-veterinarias,Alcaraz-norte
1422,Mark-edwards,,M,Richmondmatthew@hotmail.com,48/Jul/20,,Universidad-nacional-de-río-cuarto,20/Dec/13,Licenciatura-en-relaciones-del-trabajo-,Alisos--de-abajo
1423,Christopher-pacheco,,M,George93@yahoo.com,20/Oct/31,,Universidad-nacional-de-río-cuarto,20/Sep/05,Diseño-de-imagen-y-sonido,Kilmetro-165
1424,Kimberly-crawford,,F,Abowen@gmail.com,11/May/03,,Universidad-nacional-de-río-cuarto,20/Nov/29,Licenciatura-en-gestión-de-agroalimentos,Centinela
1425,Ryan-young,,M,Jessicagraves@gmail.com,86/Oct/20,,Universidad-nacional-de-río-cuarto,20/Nov/13,Licenciatura-en-gestión-de-agroalimentos,Amalia
1426,Angela-ramirez,,F,Marshallangela@hotmail.com,28/Nov/28,,Universidad-nacional-de-río-cuarto,21/Jan/30,Licenciatura-en-administración-,Los-molinos
1427,Ashley-lindsey,,F,Kwarner@yahoo.com,68/Jan/04,,Universidad-nacional-de-río-cuarto,20/Oct/14,Licenciatura-en-ciencias-geológicas,Villa-santos-tesei
1428,David-miller,,M,Qwolfe@gmail.com,97/Feb/13,,Universidad-nacional-de-río-cuarto,20/Sep/09,Actuario-,Coronel-granada
1429,Larry-fuentes,,M,Youngjennifer@hotmail.com,84/May/15,,Universidad-nacional-de-río-cuarto,20/Sep/18,Licenciatura-en-administración-,Aguas-de-las-mulas
1430,Lorraine-warren,,F,Oconnorcheryl@yahoo.com,96/May/04,,Universidad-nacional-de-río-cuarto,20/Dec/10,Licenciatura-en-psicología,Campo-cicare
1431,Mr.-willie-adams,,M,Crystal06@yahoo.com,25/Apr/26,,Universidad-nacional-de-río-cuarto,20/Sep/01,Farmacia,Banderalo
1432,Benjamin-ruiz,,M,Juanmurphy@hotmail.com,72/Jul/10,,Universidad-nacional-de-río-cuarto,21/Jan/20,Licenciatura-en-sociología-,4-de-noviembre
1433,Theresa-hicks,,F,Floydjacqueline@gmail.com,60/Jun/13,,Universidad-nacional-de-río-cuarto,20/Dec/20,Diseño-industrial,1-de-mayo
1434,Kyle-phillips,,M,Williamskenneth@yahoo.com,08/Apr/12,,Universidad-nacional-de-río-cuarto,20/Nov/01,Ingeniería-en-informática,12-de-agosto
1435,Paige-ray,,F,Jpowell@yahoo.com,90/Mar/26,,Universidad-nacional-de-río-cuarto,20/Nov/03,Ingeniería-mecánica,San-jose-de-piedra-blanca
1436,Jacob-davis,,M,Jasmine22@hotmail.com,28/Mar/29,,Universidad-nacional-de-río-cuarto,20/Oct/22,Licenciatura-en-ciencia-y-tecnología-de-alimentos,San-isidro
1437,Michael-mccall-md,,M,Steven33@gmail.com,19/Mar/04,,Universidad-nacional-de-río-cuarto,20/Dec/13,Farmacia,Boeuf
1438,Anna-howard,,F,Antonio18@hotmail.com,98/Mar/16,,Universidad-nacional-de-río-cuarto,21/Jan/14,Licenciatura-en-relaciones-del-trabajo-,Altamirano-sud
1439,Julian-rose,,M,Espinozagregory@hotmail.com,38/Jan/10,,Universidad-nacional-de-río-cuarto,21/Jan/18,Licenciatura-en-gestión-de-agroalimentos,Benavidez
1440,Christopher-crawford,,M,Stevensonmichelle@hotmail.com,09/May/06,,Universidad-nacional-de-río-cuarto,20/Oct/12,Licenciatura-en-kinesiología-y-fisiatría,La-colina
1441,Jeff-anthony,,M,Anthonywiggins@yahoo.com,54/Mar/25,,Universidad-nacional-de-río-cuarto,20/Dec/12,Licenciatura-en-psicología,13-de-enero
1442,Daniel-jones,,M,Alexandergonzalez@gmail.com,29/Jan/02,,Universidad-nacional-de-río-cuarto,20/Sep/02,Licenciatura-en-ciencias-biológicas,Barrio-belgrano-ortiz
1443,Jesse-lynch,,M,Bwalsh@hotmail.com,12/Feb/14,,Universidad-nacional-de-río-cuarto,20/Sep/24,Licenciatura-en-producción-de-bioimagenes,Buena-vista
1444,Valerie-rivera,,F,Hoodaaron@gmail.com,47/Jun/24,,Universidad-nacional-de-río-cuarto,20/Sep/17,Medicina,Campo-horquesco
1445,Pamela-ware,,F,Andersonrobert@yahoo.com,87/Jun/16,,Universidad-nacional-de-río-cuarto,20/Sep/09,Licenciatura-en-ciencias-geológicas,San-antonio-de-obligado
1446,Alexis-stephens,,M,Qbrennan@hotmail.com,84/Jul/20,,Universidad-nacional-de-río-cuarto,21/Jan/17,Licenciatura-en-ciencias-biológicas,Achico
1447,Frank-bailey,,M,Gregorylee@gmail.com,56/Feb/18,,Universidad-nacional-de-río-cuarto,20/Dec/12,Licenciatura-en-ciencias-antropológicas,D-orbigny
1448,Logan-goodwin,,M,Boyernicolas@hotmail.com,09/Aug/09,,Universidad-nacional-de-río-cuarto,20/Sep/06,Licenciatura-en-ciencias-de-la-computación,Abra-pampa
1449,John-black,,M,Gdean@gmail.com,37/Nov/27,,Universidad-nacional-de-río-cuarto,20/Oct/13,Licenciatura-en-producción-de-bioimagenes,Aldea-apeleg
1450,Erika-simpson,,F,Sfrazier@hotmail.com,08/Mar/15,,Universidad-nacional-de-río-cuarto,20/Oct/25,Licenciatura-en-sociología-,Primera-junta
1451,Logan-nixon,,M,Patriciafoster@yahoo.com,45/Dec/31,,Universidad-nacional-de-río-cuarto,20/Dec/13,Diseño-de-imagen-y-sonido,Apeadero-las-chimbas
1452,Michael-mejia,,M,Rbell@yahoo.com,10/Apr/17,,Universidad-nacional-de-río-cuarto,20/Sep/16,Ingeniería-mecánica,Acheral
1453,Caroline-suarez,,F,Williamscole@yahoo.com,29/Apr/30,,Universidad-nacional-de-río-cuarto,21/Jan/18,Técnico-para-bioterios-,Barrio-pedro-rocco
1454,Makayla-sanders,,F,Dhawkins@gmail.com,08/Jan/03,,Universidad-nacional-de-río-cuarto,20/Dec/18,Licenciatura-en-kinesiología-y-fisiatría,Chocori
1455,Nancy-coleman,,F,Julieherrera@gmail.com,48/Mar/07,,Universidad-nacional-de-río-cuarto,20/Dec/19,Agronomía,La-cañada
1456,Eric-jackson,,M,Dannyosborne@yahoo.com,61/Mar/16,,Universidad-nacional-de-río-cuarto,20/Oct/22,Actuario-,Barrio-villa-cordoba
1457,Nicholas-gutierrez,,M,Qjames@hotmail.com,18/Jul/03,,Universidad-nacional-de-río-cuarto,20/Sep/13,Licenciatura-en-ciencias-antropológicas,Del-viso
1458,Molly-mahoney,,F,Twebb@gmail.com,97/Apr/10,,Universidad-nacional-de-río-cuarto,20/Dec/01,Licenciatura-en-psicología,Escuela-agricola-don-bosco
1459,Sheila-casey,,F,Carmenvillarreal@hotmail.com,85/Feb/12,,Universidad-nacional-de-río-cuarto,20/Nov/22,Diseño-industrial,Cañada-rosquin
1460,Valerie-dudley,,F,Fward@hotmail.com,87/Apr/20,,Universidad-nacional-de-río-cuarto,20/Sep/19,Contador-público-,Castilla
1461,Laura-fuller,,F,Erinhenry@gmail.com,74/Jan/23,,Universidad-nacional-de-río-cuarto,20/Sep/30,Arquitectura,Agua-verde
1462,Amanda-brown,,F,Erindalton@hotmail.com,74/Oct/17,,Universidad-nacional-de-río-cuarto,20/Nov/19,Licenciatura-en-psicología,Buena-vista
1463,Thomas-hernandez-md,,M,Colleen10@gmail.com,44/Aug/14,,Universidad-nacional-de-río-cuarto,20/Oct/29,Licenciatura-en-ciencias-ambientales,Las-palmas
1464,Anthony-scott,,M,Julie39@hotmail.com,44/Jan/30,,Universidad-nacional-de-río-cuarto,20/Nov/19,Licenciatura-en-artes,Campo-coubert
1465,Jessica-choi,,F,Amanda22@gmail.com,93/Nov/23,,Universidad-nacional-de-río-cuarto,21/Jan/17,Licenciatura-en-psicología,Crispi
1466,Brad-black,,M,Michelle05@yahoo.com,22/Dec/10,,Universidad-nacional-de-río-cuarto,21/Jan/19,Licenciatura-en-producción-de-bioimagenes,Base-aeronaval-cmte-espora
1467,Angel-santiago,,M,Ritternatalie@gmail.com,34/Sep/25,,Universidad-nacional-de-río-cuarto,20/Nov/11,Ingeniería-electrónica,Emilio-lamarca
1468,Andre-mata,,M,Stevenschristian@yahoo.com,20/Aug/15,,Universidad-nacional-de-río-cuarto,21/Jan/18,Diseño-industrial,Colonia-la-negra
1469,Gabrielle-campbell,,F,Awilson@yahoo.com,38/Mar/05,,Universidad-nacional-de-río-cuarto,20/Oct/27,Licenciatura-en-ciencias-ambientales,Campo-medina
1470,Wayne-barajas,,M,Tamaramarsh@yahoo.com,10/Nov/26,,Universidad-nacional-de-río-cuarto,20/Dec/02,Diseño-industrial,Chivilcoy
1471,Andrew-mills,,M,Butlerkenneth@gmail.com,81/Mar/26,,Universidad-nacional-de-río-cuarto,20/Nov/19,Licenciatura-en-kinesiología-y-fisiatría,Aguada-de-piedra
1472,Brittany-dillon,,F,Wilsonsherry@gmail.com,13/Dec/15,,Universidad-nacional-de-río-cuarto,20/Oct/26,Licenciatura-en-ciencias-de-la-computación,Peyrano
1473,Abigail-mckinney,,F,Idurham@hotmail.com,39/Aug/01,,Universidad-nacional-de-río-cuarto,21/Jan/18,Licenciatura-en-ciencias-biológicas,Bernasconi
1474,Kristen-greene,,F,Alexandersteven@yahoo.com,39/Mar/06,,Universidad-nacional-de-río-cuarto,21/Jan/12,Licenciatura-en-ciencias-ambientales,Barra-bonita
1475,Victoria-miller,,F,Qgarcia@gmail.com,46/Aug/25,,Universidad-nacional-de-río-cuarto,20/Oct/15,Licenciatura-en-planificación-y-diseño-del-paisaje,1-de-mayo
1476,Zachary-schultz,,M,Williamsullivan@gmail.com,08/Sep/20,,Universidad-nacional-de-río-cuarto,20/Oct/26,Diseño-de-imagen-y-sonido,Catamontaña
1477,Christopher-gomez,,M,Tapiaclifford@hotmail.com,51/Jun/29,,Universidad-nacional-de-río-cuarto,20/Dec/03,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Campo-el-bermejo
1478,Douglas-lane,,M,Mcfarlandstephanie@yahoo.com,32/Aug/14,,Universidad-nacional-de-río-cuarto,20/Nov/26,Agronomía,Campo-de-galnasi
1479,Mark-pineda,,M,Wellsautumn@gmail.com,40/Sep/10,,Universidad-nacional-de-río-cuarto,20/Oct/06,Bioquímica,Boeuf
1480,Joseph-herrera,,M,Harrisjustin@gmail.com,16/Jul/23,,Universidad-nacional-de-río-cuarto,21/Jan/26,Licenciatura-en-ciencias-de-la-educación-,Bayauca
1481,Mark-gallagher,,M,Hgreer@yahoo.com,07/Dec/08,,Universidad-nacional-de-río-cuarto,20/Oct/05,Bioquímica,Bustamante
1482,Kenneth-reeves,,M,Zpugh@yahoo.com,88/Jul/11,,Universidad-nacional-de-río-cuarto,20/Sep/15,Licenciatura-en-ciencias-biológicas,Colonia-monte-la-plata
1483,Kevin-howard,,M,Vbrown@gmail.com,01/Oct/27,,Universidad-nacional-de-río-cuarto,21/Jan/27,Agronomía,Ambrosio-p-lezica
1484,Michelle-lopez,,F,Ududley@yahoo.com,77/Sep/25,,Universidad-nacional-de-río-cuarto,20/Nov/17,Licenciatura-en-gestión-de-agroalimentos,Britos
1485,John-cox,,M,Ldunn@yahoo.com,09/Sep/15,,Universidad-nacional-de-río-cuarto,21/Jan/23,Licenciatura-en-producción-de-bioimagenes,Alcaraz-norte
1486,April-sanders,,F,Charrison@hotmail.com,33/Jun/07,,Universidad-nacional-de-río-cuarto,20/Nov/02,Licenciatura-en-ciencias-de-la-educación-,El-brete
1487,Nicole-villarreal,,F,Pruittmichelle@hotmail.com,52/Dec/18,,Universidad-nacional-de-río-cuarto,21/Jan/24,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Grand-bourg
1488,Julie-sharp,,F,Victorianeal@hotmail.com,63/Jul/11,,Universidad-nacional-de-río-cuarto,21/Jan/27,Licenciatura-en-ciencia-política-,Colonia-centenario
1489,Misty-brown,,F,Thompsonmarie@gmail.com,22/Sep/12,,Universidad-nacional-de-río-cuarto,20/Nov/08,Licenciatura-en-ciencias-de-la-educación-,Juan-maria-gutierrez
1490,Timothy-moore,,M,Vmorris@gmail.com,91/Jul/12,,Universidad-nacional-de-río-cuarto,20/Dec/01,Licenciatura-en-producción-de-bioimagenes,Santos-lugares
1491,Joshua-newman,,M,Hensleymichael@yahoo.com,14/Apr/24,,Universidad-nacional-de-río-cuarto,20/Sep/14,Diseño-de-imagen-y-sonido,El-socorro
1492,Michael-cooper,,M,Samanthaburns@hotmail.com,88/Jul/21,,Universidad-nacional-de-río-cuarto,20/Nov/18,Licenciatura-en-ciencias-de-la-computación,Desamparados
1493,Patricia-norris,,F,Helen76@yahoo.com,57/Jul/24,,Universidad-nacional-de-río-cuarto,20/Nov/23,Licenciatura-en-planificación-y-diseño-del-paisaje,Colonia-matilde
1494,Anthony-mckinney,,M,Ashley86@hotmail.com,93/Feb/07,,Universidad-nacional-de-río-cuarto,21/Jan/20,Diseño-industrial,Colonia-cunci
1495,Elizabeth-barker,,F,Leecody@yahoo.com,05/Jun/21,,Universidad-nacional-de-río-cuarto,20/Nov/18,Licenciatura-en-ciencias-biológicas,Aero-club-canal
1496,Brianna-pearson,,F,Smithtracy@hotmail.com,07/Aug/13,,Universidad-nacional-de-río-cuarto,20/Sep/15,Ingeniería-electrónica,Basail
1497,Daniel-mooney,,M,Nlittle@hotmail.com,38/Jul/09,,Universidad-nacional-de-río-cuarto,20/Oct/12,Licenciatura-en-musicoterapia,Colonia-mabragaña
1498,Joanne-wolf,,F,Whicks@hotmail.com,94/Dec/31,,Universidad-nacional-de-río-cuarto,20/Sep/15,Licenciatura-en-psicología,Arroyo-de-la-cruz
1499,James-bridges,,M,Sharonjohnson@gmail.com,38/Nov/07,,Universidad-nacional-de-río-cuarto,20/Dec/22,Contador-público-,Kilometro-208
1500,Jennifer-fowler,,F,Wernerkimberly@yahoo.com,89/Nov/10,,Universidad-nacional-de-río-cuarto,20/Nov/30,Diseño-industrial,Chapuy
1501,Justin-walker,,M,Nicholaswilson@gmail.com,22/Apr/08,,Universidad-nacional-de-río-cuarto,21/Jan/20,Licenciatura-en-musicoterapia,Campo-del-norte-americano
